word1,word2,gold,similarity
fertility,egg,5.1875,0.030600999369519162
five,month,1.069,0.15614994241252572
focus,life,2.3125,0.033492674674347925
food,fruit,7.0625,0.14572846930903663
food,preparation,3.75,0.14288776280085153
football,basketball,4.125,0.5387015176200989
football,tennis,3.6875,0.5441592523945474
forest,graveyard,1.394,0.13200648593301156
furnace,stove,8.0625,0.3528640555535235
game,defeat,3.6875,0.2171837755673867
game,round,5.1875,0.21627982247303576
game,series,4.5625,0.26129318008836816
game,team,4.625,0.5716574000568451
game,victory,4.6875,0.30422983863825565
glass,metal,2.1875,0.3573579697425798
government,crisis,3.625,0.14652989489681797
governor,interview,1.625,0.09844002333014697
governor,office,4.3125,0.3034408352656752
grocery,money,3.375,0.15280060615097862
harvard,yale,4.875,0.5351361422430877
holy,sex,1.069,0.24898662062710505
hotel,reservation,5.0625,0.11547733309502975
hundred,percent,4.4375,0.25277359560354523
image,surface,1.8125,0.273172885234769
investigation,effort,3.75,0.10599058911524233
investor,earning,5.0625,0.3315929264283521
japanese,american,3.125,0.239703705946454
jerusalem,israel,6.4375,0.14075077127170219
journal,association,2.625,0.298936085769808
journey,car,4.0625,0.1530754120586874
journey,voyage,7.5,0.24288751440250084
king,queen,5.6875,0.1924320209826906
lad,brother,4.9375,-0.1119459629078427
law,lawyer,6.1875,0.22243646713729354
lawyer,evidence,3.9375,-0.11903712577351253
liability,insurance,4.375,0.44203152047289135
life,death,4.375,0.18111959217456766
life,lesson,3.1875,0.1925402230433355
life,term,3.8125,-0.062227985709360105
line,insurance,1.3125,-0.0500997393139933
liquid,water,7.0625,0.38284426467599336
listing,category,5.375,0.09958433733184542
love,sex,6.375,0.1516586350536522
lover,quarrel,1.6875,0.2484190418241947
luxury,car,3.3125,0.26458420080048206
man,governor,4.25,0.1076915309926505
man,woman,4.5,0.3647889174538565
mexico,brazil,3.9375,0.24878800428377384
mile,kilometer,6.9375,0.45442628789382356
minister,party,3.0625,0.14675825793243832
ministry,culture,2.844,0.09110123624889159
minority,peace,1.1875,0.013725374198339179
money,bank,6.0,0.22831101968948161
money,cash,8.875,0.283873662306843
money,cash,9.0315,0.283873662306843
money,currency,7.9375,0.21756394257948278
money,deposit,5.375,0.11644693197162634
money,dollar,7.6875,0.35936812852994965
money,laundering,4.4565,0.02120106027659837
money,operation,1.875,-0.01809482688974476
money,possession,4.3125,0.04604198954726318
money,property,5.0625,0.20607805814674054
money,wealth,7.0625,0.018498557019833276
money,withdrawal,4.0625,0.11973070913052963
monk,slave,2.5625,0.09774247678565576
month,hotel,1.0625,0.18398067146403896
morality,importance,2.5,0.2828671589149191
morality,marriage,2.375,0.0690133740600548
movie,critic,3.1875,0.1458920184987515
movie,star,4.3125,0.23092856352757304
movie,theater,6.125,0.17245760321866113
museum,theater,3.875,0.26317721664899696
music,project,3.1875,0.021489455864958946
nature,environment,6.9375,0.3548276396024284
nature,man,2.9375,-0.007931627691407183
network,hardware,3.8125,0.17068028717502642
news,report,6.8125,0.2545701473644677
noon,string,0.6875,0.11253158884144106
observation,architecture,1.875,0.06998617141501172
oil,stock,2.9375,0.2186385274773948
opera,industry,1.194,0.047482568358890656
opera,performance,4.875,0.3255279199276755
peace,atmosphere,2.1875,-0.22300761645781378
peace,insurance,1.7565,-0.030774524090079934
peace,plan,1.5,0.00438974186870451
phone,equipment,4.0315,-0.01950395718358396
plane,car,3.5625,0.16630834546736928
planet,galaxy,6.125,0.1485946612485786
planet,moon,6.0,0.6092123196144891
planet,people,3.375,0.08422392328160179
planet,space,5.3125,0.17533660792913877
planet,star,5.625,0.2831408181621731
planet,sun,5.8125,0.3471628861286841
population,development,3.4755,0.17127018646408065
possibility,girl,1.069,-0.14360967388210788
practice,institution,3.5625,0.25380041883050825
precedent,collection,1.0625,0.06806128025494482
precedent,example,5.4375,0.013915630152554414
precedent,group,1.5625,0.09142349017992409
precedent,information,2.375,0.2544341598245834
precedent,law,4.375,0.17919756110156124
prejudice,recognition,3.3125,0.10498905407484252
preservation,world,2.4375,0.04114093353335617
president,medal,1.25,0.16450417934064393
problem,airport,1.3125,-0.024590308838119287
problem,challenge,6.875,0.1940971100141482
production,crew,3.1875,0.04222328780111788
production,hike,0.9375,0.07568579960311282
professor,doctor,6.125,0.18540354250598876
profit,loss,3.875,0.45047625971067445
profit,warning,1.6875,-0.0745020230502518
psychology,anxiety,3.75,0.1916583337139731
psychology,depression,5.25,-0.006687799236853639
psychology,discipline,3.3125,0.38208440928041065
psychology,doctor,5.294,0.10731614612385626
psychology,fear,3.1875,0.15276205377319357
psychology,freud,5.6875,0.3907804976745191
psychology,health,4.3625,0.0914976263886545
psychology,mind,5.4375,0.19814305034161186
psychology,science,5.9505,0.4425074793885744
reason,criterion,4.625,0.04188677613766997
record,number,3.5,0.05447017091717289
registration,arrangement,3.4375,-0.06153284674262399
report,gain,2.25,0.06934893432135715
rock,jazz,5.5,-0.0937305303803872
school,center,3.875,0.13249862551270283
secretary,senate,3.75,0.3266536034165035
seven,series,2.25,0.10151957998096828
shower,flood,3.5625,0.05845959785469136
situation,conclusion,3.5625,0.17910190619022684
situation,isolation,1.9375,0.15925518036878777
skin,eye,2.75,0.32544784540506033
smart,student,3.625,0.12823469038838609
smart,stupid,3.25,0.3728712828052285
soap,opera,3.5625,0.04990172060164084
space,chemistry,1.8875,0.08265240603596959
space,world,4.9375,0.09745967740667828
start,match,2.5,-0.06872748712091888
start,year,1.625,0.11212969372850509
stock,cd,2.4375,0.16565409998681666
stock,egg,1.4375,0.17414329350168728
stock,life,1.8125,0.061823490991806604
stock,live,1.875,-0.11662943135330955
stock,market,4.875,0.4405535412361326
stock,phone,0.75,-0.11833707730616701
street,avenue,7.6875,0.30613007574386975
street,block,6.5625,0.31932942029635564
street,place,4.5,0.13240215491054877
stroke,hospital,3.625,-0.04088499649373242
student,professor,4.9375,0.3634829927672509
sugar,approach,0.9375,-0.016604523658262465
summer,drought,3.3125,0.26680776438826276
summer,nature,4.0,-0.24372399197760233
telephone,communication,6.6875,0.1323138029439594
television,film,5.75,0.2139242054923603
television,radio,4.625,0.26823913560172236
tennis,racket,5.0,0.3009378580703468
territory,kilometer,2.1875,0.0779771700079955
territory,surface,3.594,-0.03028063772416475
theater,history,1.9375,0.08602373762033069
tiger,animal,6.9375,0.11419694190522338
tiger,cat,6.75,0.030526301739530963
tiger,organism,3.0625,-0.015245125442507841
tiger,tiger,10.0,1.0000000815984218
tiger,zoo,4.9375,0.20974187194496074
tool,implement,5.3125,0.027250962009135633
train,car,3.5,0.3492733681072386
travel,activity,4.1875,0.09983645859345289
treatment,recovery,5.3125,0.004797219165713034
type,kind,8.4375,-0.11459651315960517
victim,emergency,2.6875,0.03539851753486913
viewer,serial,2.5625,-0.01382559710906452
weapon,secret,2.5,0.2879694933967671
weather,forecast,5.4375,0.07919037115109756
wednesday,news,1.125,0.35731831301664185
wood,forest,7.9375,0.2040807561551952
word,similarity,0.8125,0.08616347863514044

# SpearmanCorrelation,0.34967079528276124
# MeanPredSim,0.17576476854886205
# VarPredSim,0.026497997809018854
