word1,word2,gold,similarity
preservation,world,2.4375,0.04800578489032167
president,medal,1.25,-0.019597443163087376
problem,airport,1.3125,0.05912021903202325
problem,challenge,6.875,0.23313439689750576
production,crew,3.1875,0.00626037363482375
production,hike,0.9375,0.06299984589669269
professor,doctor,6.125,0.09829242643593974
profit,loss,3.875,0.011907044576260252
profit,warning,1.6875,0.04107631171811183
psychology,anxiety,3.75,0.03845754312036044
psychology,clinic,4.344,-0.205498222635959
psychology,depression,5.25,-0.025751074682529813
psychology,discipline,3.3125,0.21905812904930197
psychology,doctor,5.294,-0.0029105317934326465
psychology,fear,3.1875,0.05859824258019676
psychology,freud,5.6875,0.1858411322157792
psychology,health,4.3625,-0.014752353891463442
psychology,mind,5.4375,0.2313526824026283
psychology,science,5.9505,0.18160077039240294
reason,criterion,4.625,0.019583323220082684
record,number,3.5,0.07636077164876018
registration,arrangement,3.4375,0.13538752792542255
report,gain,2.25,0.004188880610296043
rock,jazz,5.5,0.10979474139974901
school,center,3.875,0.05824313878405973
secretary,senate,3.75,0.37348739559625377
seven,series,2.25,0.15651099768966226
shower,flood,3.5625,0.10257129214231778
situation,conclusion,3.5625,0.4111501325215725
situation,isolation,1.9375,-0.12863147810193787
skin,eye,2.75,0.5361215248805691
smart,student,3.625,0.04443225533700838
smart,stupid,3.25,0.23145508628622438
soap,opera,3.5625,-0.0003122312740672979
space,chemistry,1.8875,0.290215133000255
space,world,4.9375,0.08292549907871419
start,match,2.5,0.14535338643178605
start,year,1.625,0.11495778600517491
stock,cd,2.4375,0.07783991092095385
stock,egg,1.4375,0.05613478307207114
stock,life,1.8125,0.0037957586285815325
stock,live,1.875,0.01526532578307093
stock,market,4.875,0.6095766223745049
stock,phone,0.75,-0.013647485580602936
street,avenue,7.6875,0.6540512135653876
street,block,6.5625,0.49082031090712885
street,place,4.5,0.2838949536810215
stroke,hospital,3.625,0.03565578275180922
student,professor,4.9375,0.6761195110436284
sugar,approach,0.9375,0.17443988094228016
summer,drought,3.3125,0.12913905432330755
summer,nature,4.0,0.04823985152917273
telephone,communication,6.6875,0.11232410499439248
television,film,5.75,0.12207477854525083
television,radio,4.625,0.037674303425513
tennis,racket,5.0,0.125693590647213
territory,kilometer,2.1875,0.0283036901075832
territory,surface,3.594,0.00811439918433506
theater,history,1.9375,0.21513457074410766
tiger,animal,6.9375,0.2028752851497284
tiger,cat,6.75,-0.0004569232753535126
tiger,organism,3.0625,0.011148347205969982
tiger,tiger,10.0,1.0
tiger,zoo,4.9375,-0.011451561045490813
tool,implement,5.3125,-0.011054397580273274
train,car,3.5,0.3334131113433495
travel,activity,4.1875,0.025792003421017257
treatment,recovery,5.3125,-0.014800593113320607
type,kind,8.4375,0.318394270919992
victim,emergency,2.6875,0.059116680208472154
viewer,serial,2.5625,-0.11080247968122045
weapon,secret,2.5,0.04823256972071647
weather,forecast,5.4375,-0.0650415238529165
wednesday,news,1.125,0.17738310853114153
wood,forest,7.9375,0.03692242030572656
word,similarity,0.8125,0.0246789601228985

# SpearmanCorrelation,0.2013384395014537
# MeanPredSim,0.14665800875277085
# VarPredSim,0.02904940582406729
